name,srid,active,hof,positions,start,end,letter
Ed Beverly,BeveEd20,False,False,WR,1973,1973,B
Eric Beverly,BeveEr00,False,False,C-G,1998,2006,B
Randy Beverly,BeveRa20,False,False,DB,1967,1971,B
Brennen Beyer,BeyeBr00,True,False,LB,2016,2016,B
George Beyers,BeyeGe20,False,False,B,1921,1921,B
Tim Biakabutuka,BiakTi00,False,False,RB,1996,2001,B
Frank Bianchini,BianFr20,False,False,RB,1987,1987,B
Johnny Biancone,BianJo20,False,False,B,1936,1936,B
Dean Biasucci,biasudea01,False,False,K,1984,1995,B
E.J. Bibbs,BibbE.00,True,False,TE,2015,2015,B
Kapri Bibbs,BibbKa00,True,False,RB,2014,2017,B
Martin Bibla,BiblMa20,False,False,G,2002,2004,B
Erik Bickerstaff,BickEr00,False,False,RB,2003,2003,B
Duane Bickett,BickDu00,False,False,LB,1985,1996,B
Taye Biddle,BiddTa00,False,False,WR,2006,2006,B
Josh Bidwell,BidwJo20,False,False,P,2000,2010,B
Adolph Bieberstein,BiebAd20,False,False,G,1926,1926,B
Leo Biedermann,BiedLe20,False,False,T,1978,1978,B
Vince Biegel,BiegVi00,True,False,OLB,2017,2017,B
Greg Biekert,BiekGr20,False,False,LB,1993,2003,B
Dick Bielski,BielDi00,False,False,E-FB,1955,1963,B
Tom Bienemann,BienTo20,False,False,DE-E-LB,1951,1956,B
Troy Bienemann,BienTr00,False,False,TE,2007,2007,B
Eric Bieniemy,BienEr00,False,False,RB,1991,1999,B
Scotty Bierce,BierSc20,False,False,E,1920,1925,B
Kroy Biermann,BierKr99,False,False,LB,2008,2015,B
Terreal Bierria,BierTe20,False,False,DB,2002,2004,B
Lyle Bigbee,BigbLy20,False,False,E,1922,1922,B
Atari Bigby,BigbAt20,False,False,DB,2005,2012,B
Keiron Bigby,BigbKe20,False,False,WR,1987,1987,B
E.J. Biggers,BiggE.99,False,False,DB,2010,2015,B
Riley Biggs,BiggRi20,False,False,C,1926,1927,B
Verlon Biggs,BiggVe00,False,False,DE,1965,1974,B
Jack Bighead,BighJa00,False,False,DE-E,1954,1955,B
Adam Bighill,BighAd00,True,False,LB,2017,2017,B
Jonathan Bilbo,BilbJo20,False,False,T-G,1938,1939,B
Dick Bilda,BildDi20,False,False,B,1944,1944,B
Fred Biletnikoff,BileFr00,False,True,WR-FL,1965,1978,B
Andrew Billings,BillAn00,True,False,DT,2017,2017,B
Jace Billingsley,BillJa00,True,False,WR,2017,2017,B
Ron Billingsley,BillRo20,False,False,DT-DE,1967,1972,B
John Billman,BillJo20,False,False,G-LB-T,1946,1947,B
Frank Billock,BillFr20,False,False,T,1937,1937,B
Lewis Billups,BillLe20,False,False,DB,1986,1992,B
Terry Billups,BillTe20,False,False,DB,1998,1999,B
Christo Bilukidi,BiluCh00,False,False,DE,2012,2014,B
Brandon Bing,BingBr00,False,False,DB,2012,2012,B
Darnell Bing,BingDa00,False,False,DB,2008,2009,B
Les Bingaman,BingLe00,False,False,DG-G,1948,1954,B
Craig Bingham,BingCr20,False,False,LB,1982,1987,B
Don Bingham,BingDo00,False,False,HB,1956,1956,B
Dwight Bingham,BingDw20,False,False,DE,1987,1987,B
Gregg Bingham,BingGr20,False,False,LB,1973,1984,B
Guy Bingham,BingGu20,False,False,C-G-T,1980,1993,B
Ryon Bingham,BingRy20,False,False,DT,2005,2008,B
David Binn,BinnDa20,False,False,C,1994,2010,B
Armon Binns,BinnAr00,False,False,WR,2012,2014,B
John Binotto,BinoJo20,False,False,HB,1942,1942,B
Dennis Biodrowski,BiodDe20,False,False,G,1963,1967,B
John Biolo,BiolJo20,False,False,G,1939,1939,B
Bront Bird,BirdBr00,False,False,LB,2011,2013,B
Cory Bird,BirdCo20,False,False,DB,2001,2004,B
Rodger Bird,BirdRo20,False,False,DB,1966,1968,B
Steve Bird,BirdSt20,False,False,WR,1983,1984,B
J.J. Birden,BirdJJ00,False,False,WR,1990,1996,B
Carl Birdsong,BirdCa20,False,False,P,1981,1985,B
Craig Birdsong,BirdCr20,False,False,DB,1987,1987,B
Dan Birdwell,BirdDa00,False,False,DT-DE,1962,1969,B
Matt Birk,BirkMa00,False,False,C,1998,2012,B
Keith Birlem,BirlKe20,False,False,B-E,1939,1939,B
Tom Birney,birnetom01,False,False,K,1979,1980,B
Rob Bironas,bironrob01,False,False,K,2005,2013,B
Joe Biscaha,BiscJo00,False,False,E,1959,1960,B
Bill Bishop,BishBi00,False,False,DT-T,1952,1961,B
Blaine Bishop,BishBl00,False,False,DB,1993,2002,B
Brandan Bishop,BishBr01,False,False,S,2014,2014,B
Desmond Bishop,BishDe99,False,False,LB,2007,2014,B
Don Bishop,BishDo00,False,False,B,1958,1965,B
Freddie Bishop,BishFr00,True,False,DE,2016,2017,B
Greg Bishop,BishGr20,False,False,G-T,1993,1999,B
Harold Bishop,BishHa00,False,False,TE,1994,1998,B
Keith Bishop,BishKe00,False,False,G-C,1980,1989,B
Ken Bishop,BishKe01,False,False,DT,2014,2015,B
Michael Bishop,BishMi00,False,False,QB,2000,2000,B
Richard Bishop,BishRi20,False,False,DE-NT,1976,1983,B
Sonny Bishop,BishSo00,False,False,G-T,1962,1969,B
Adam Bisnowaty,BisnAd00,True,False,OT,2017,2017,B
Frank Bissell,BissFr20,False,False,E,1925,1926,B
Joel Bitonio,BitoJo00,True,False,OT,2014,2017,B
Don Bitterlich,BittDo20,False,False,K,1976,1976,B
Charlie Bivins,BiviCh00,False,False,HB-TE,1960,1967,B
Herb Bizer,BizeHe20,False,False,E-FB,1929,1929,B
Del Bjork,BjorDe20,False,False,T,1937,1938,B
Bob Bjorklund,BjorBo20,False,False,C-LB-E,1941,1941,B
Hank Bjorklund,BjorHa00,False,False,RB,1972,1974,B
Eric Bjornson,BjorEr00,False,False,TE,1995,2000,B
Ahmad Black,BlacAh00,False,False,SS,2011,2013,B
Avion Black,BlacAv00,False,False,WR,2000,2002,B
Barry Black,BlacBa20,False,False,G,1987,1987,B
Blondy Black,BlacBl20,False,False,B,1946,1947,B
Charlie Black,BlacCh20,False,False,E,1925,1925,B
Conroy Black,BlacCo00,False,False,CB,2012,2012,B
James Black,BlacJa20,False,False,RB,1984,1984,B
James Black,BlacJa21,False,False,DE,1987,1987,B
Jordan Black,BlacJo20,False,False,T,2004,2012,B
Mel Black,BlacMe20,False,False,LB,1986,1987,B
Mike Black,BlacMi20,False,False,P,1983,1987,B
Mike Black,BlacMi21,False,False,T,1986,1987,B
Nathan Black,BlacNa20,False,False,WR,2002,2002,B
Quincy Black,BlacQu99,False,False,LB,2007,2012,B
Stan Black,BlacSt20,False,False,DB,1977,1977,B
Tim Black,BlacTi20,False,False,LB,1977,1977,B
Todd Black,BlacTo20,False,False,WR,1987,1987,B
Peter Blackbear,BlacPe20,False,False,E,1923,1923,B
Bill Blackburn,BlacBi20,False,False,C,1946,1950,B
Chase Blackburn,BlacCh21,False,False,LB,2005,2014,B
Todd Blackledge,BlacTo00,False,False,QB,1983,1989,B
Hugh Blacklock,BlacHu20,False,False,T-C-G,1920,1926,B
Ken Blackman,BlacKe20,False,False,G,1996,1998,B
Stub Blackman,BlacSt21,False,False,FB,1930,1930,B
Don Blackmon,BlacDo20,False,False,LB,1981,1987,B
Harold Blackmon,BlacHa20,False,False,DB,2001,2002,B
Justin Blackmon,BlacJu00,False,False,WR,2012,2014,B
Robert Blackmon,BlacRo20,False,False,DB,1990,1998,B
Roosevelt Blackmon,BlacRo21,False,False,DB,1998,1999,B
Will Blackmon,BlacWi20,True,False,DB,2006,2016,B
Richard Blackmore,BlacRi20,False,False,DB,1979,1983,B
Jeff Blackshear,BlacJe20,False,False,G,1993,2002,B
Angelo Blackson,BlacAn00,True,False,DT,2015,2017,B
Darryl Blackstock,BlacDa20,False,False,LB,2005,2011,B
Alois Blackwell,BlacAl20,False,False,RB,1978,1979,B
Hal Blackwell,BlacHa21,False,False,HB-DB,1945,1945,B
Kelly Blackwell,BlacKe21,False,False,TE,1992,1993,B
Kory Blackwell,BlacKo20,False,False,DB,1998,1998,B
Will Blackwell,BlacWi00,False,False,WR,1997,2001,B
Glenn Blackwood,BlacGl20,False,False,DB,1979,1987,B
Lyle Blackwood,BlacLy20,False,False,DB,1973,1986,B
Willie Blade,BladWi20,False,False,DT,2003,2004,B
Bennie Blades,BladBe00,False,False,DB,1988,1997,B
Brian Blades,BladBr00,False,False,WR,1988,1998,B
H.B. Blades,BladH.99,False,False,LB,2007,2010,B
Brian Blados,BladBr20,False,False,T-G,1984,1992,B
Joe Blahak,BlahJo20,False,False,DB,1973,1977,B
Russ Blailock,BlaiRu20,False,False,T-G,1923,1925,B
Ed Blaine,BlaiEd20,False,False,G,1962,1966,B
George Blair,BlaiGe00,False,False,DB-K,1961,1964,B
Matt Blair,BlaiMa00,False,False,LB,1974,1985,B
Michael Blair,BlaiMi00,False,False,RB,1998,1998,B
Paul Blair,BlaiPa20,False,False,T,1986,1990,B
Ronald Blair,BlaiRo00,True,False,DE,2016,2017,B
Stanley Blair,BlaiSt20,False,False,DB,1990,1990,B
T.C. Blair,BlaiT.20,False,False,TE,1974,1974,B
Kerlin Blaise,BlaiKe20,False,False,G,1999,2003,B
Antwon Blake,BlakAn00,True,False,CB,2012,2016,B
Emory Blake,BlakEm00,False,False,WR,2014,2014,B
Jeff Blake,BlakJe00,False,False,QB,1992,2005,B
Philip Blake,BlakPh00,False,False,C,2012,2012,B
Ricky Blake,BlakRi00,False,False,RB,1991,1991,B
Tom Blake,BlakTo20,False,False,T,1949,1949,B
Dwayne Blakley,BlakDw00,False,False,TE,2004,2007,B
Robert Blakley,BlakRo20,False,False,WR,1982,1982,B
Justin Blalock,BlalJu20,False,False,G,2007,2014,B
Cary Blanchard,blanccar01,False,False,K,1992,2000,B
Dick Blanchard,BlanDi20,False,False,LB,1972,1972,B
Matt Blanchard,BlanMa00,False,False,QB,2012,2014,B
Tom Blanchard,BlanTo20,False,False,P,1971,1981,B
Rob Blanchflower,BlanRo01,False,False,TE,2014,2014,B
Carl Bland,BlanCa00,False,False,WR,1984,1990,B
Tony Bland,BlanTo00,False,False,WR,1997,1998,B
George Blanda,BlanGe00,False,True,QB,1949,1975,B
Ernie Blandin,BlanEr20,False,False,T-DT,1946,1953,B
Brian Blankenship,BlanBr20,False,False,G,1987,1991,B
Greg Blankenship,BlanGr20,False,False,LB,1976,1976,B
Sid Blanks,BlanSi00,False,False,RB,1964,1970,B
Jerry Blanton,BlanJe20,False,False,LB,1979,1985,B
Robert Blanton,BlanRo00,True,False,CB,2012,2017,B
Scott Blanton,blantsco01,False,False,K,1996,1998,B
Anthony Blaylock,BlayAn20,False,False,DB,1988,1993,B
Derrick Blaylock,BlayDe00,False,False,RB,2002,2006,B
Phil Blazer,BlazPh20,False,False,G,1960,1960,B
Tony Blazine,BlazTo20,False,False,T,1935,1941,B
Jeff Bleamer,BleaJe20,False,False,T-G,1975,1977,B
Curtis Bledsoe,BledCu20,False,False,RB,1981,1982,B
Drew Bledsoe,BledDr00,False,False,QB,1993,2006,B
Mal Bleecker,BleeMa20,False,False,G-C,1930,1930,B
Mel Bleeker,BleeMe20,False,False,HB,1944,1947,B
Tom Bleick,BleiTo20,False,False,DB,1966,1967,B
Bob Bleier,BleiBo20,False,False,QB,1987,1987,B
Johnny Bleier,BleiJo20,False,False,B,1921,1921,B
Rocky Bleier,BleiRo00,False,False,RB,1968,1980,B
Paul Blessing,BlesPa20,False,False,E,1944,1944,B
Darrius Blevins,BlevDa20,False,False,WR,2000,2000,B
Tony Blevins,BlevTo20,False,False,DB,1998,2000,B
Dennis Bligen,BligDe00,False,False,RB,1984,1987,B
Stan Blinka,BlinSt20,False,False,LB,1979,1983,B
Harry Bliss,BlisHa20,False,False,B,1921,1921,B
Homer Bliss,BlisHo20,False,False,G,1928,1928,B
Greg Bloedorn,BloeGr20,False,False,C,1997,1999,B
Tom Blondin,BlonTo20,False,False,G,1933,1933,B
Johnny Blood,BlooJo20,False,True,TB-HB-WB-BB-DB,1925,1938,B
Al Bloodgood,BlooAl20,False,False,B,1925,1930,B
Alvin Blount,BlouAl20,False,False,RB,1987,1987,B
Ed Blount,BlouEd20,False,False,QB,1987,1987,B
Eric Blount,BlouEr00,False,False,WR,1992,1993,B
Jeb Blount,BlouJe00,False,False,QB,1977,1977,B
Lamar Blount,BlouLa20,False,False,E-B,1946,1947,B
LeGarrette Blount,BlouLe00,True,False,RB,2010,2017,B
Mel Blount,BlouMe00,False,True,DB,1970,1983,B
Tony Blount,BlouTo20,False,False,DB,1980,1980,B
Al Blozis,BlozAl20,False,False,T,1942,1944,B
Alfred Blue,BlueAl00,True,False,RB,2014,2017,B
Forrest Blue,BlueFo00,False,False,C,1968,1978,B
Greg Blue,BlueGr20,False,False,DB,2006,2007,B
Luther Blue,BlueLu00,False,False,WR,1977,1980,B
Tony Blue,BlueTo20,False,False,DB,1987,1987,B
Jim Blumenstock,BlumJi20,False,False,FB,1947,1947,B
Herb Blumer,BlumHe20,False,False,E-G-T,1925,1933,B
Matt Blundin,BlunMa00,False,False,QB,1993,1997,B
Dre' Bly,BlyxDr00,False,False,DB,1999,2009,B
Ronnie Blye,BlyeRo00,False,False,RB,1968,1969,B
Austin Blythe,BlytAu00,True,False,C,2016,2017,B
Steve Boadway,BoadSt20,False,False,LB,1987,1987,B
Dwaine Board,BoarDw20,False,False,DE,1979,1988,B
Mack Boatner,BoatMa20,False,False,RB,1986,1986,B
Kenneth Boatright,BoatKe00,False,False,DE,2014,2014,B
Harry Boatswain,BoatHa20,False,False,G-T,1992,1996,B
Bon Boatwright,BoatBo20,False,False,DT,1974,1974,B
Adam Bob,BobxAd20,False,False,LB,1989,1989,B
E. Bobadash,BobaE.20,False,False,E,1922,1922,B
Chris Bober,BobeCh20,False,False,C,2001,2006,B
Hubert Bobo,BoboHu20,False,False,LB,1960,1962,B
Orlando Bobo,BoboOr20,False,False,G,1997,2001,B
Joe Bock,BockJo20,False,False,C,1987,1987,B
